date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-03-21,325,34661,80112,47345,12126,1235
2022-06-06,197,1632,11108,10120,3364,8
2022-08-07,64,432,1080,1061,410,1725
2022-09-05,43,289,1093,1289,611,47
2022-09-18,323,1838,9486,16864,2961,1069
2022-10-17,40,176,1102,472,163,715
2022-11-06,482,55231,133008,91409,18518,108
2022-12-18,320,43420,72994,71751,20081,58
