date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2019-06-26,63,430,302,448,73,1469
2019-09-11,280,1155,10574,6126,1643,20
2019-09-24,199,3586,3587,3729,473,2164
2019-12-24,325,32852,102186,43363,5334,1
