date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2023-02-12,408,0.0,13253,517,129,0.0,13899,0
2023-05-14,44,0.0,620,87,0.0,0.0,707,0
2023-05-21,991,1597,19200,4803,344,0.0,25944,1597
2023-08-13,1189,2521,24846,7303,355,0.0,35025,2521
2023-08-19,2,0.0,132,0.0,0.0,0.0,132,0
