date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2020-02-19,604,3599,27226,22863,3046,84
2020-02-25,1200,24721,55472,127658,21734,674
2020-08-18,354,1179,13791,5890,1155,55
2020-08-25,1163,8782,19307,75886,15270,562
2020-11-23,143,324,4030,2904,716,46
