date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2020-02-19,1912,49827,208704,140544,21578,530
2020-02-25,2992,89724,225910,362567,69127,1597
2020-08-18,946,2886,45359,18220,4159,159
2020-08-25,2524,21089,63824,143100,32136,6357
2020-11-23,190,641,14303,3144,719,413
