date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2023-02-12,987,17664,142920,38189,6024,87
2023-05-14,1162,11977,89513,46279,7438,161
2023-05-21,2773,17197,73895,168574,29984,488
2023-08-13,3008,35024,118105,235378,41425,712
2023-08-19,72,348,7274,72,20,33
