date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2021-01-02,3014,76818,640993,77793,14924,4
2021-02-09,2974,137885,1355928,214784,37622,0.0
2021-05-02,2953,63942,631756,91413,14619,0.0
2021-05-11,8,40,651,7,5,38
2021-08-01,2164,17558,227429,17571,3135,14
