date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2020-01-05,778,0.0,45668,3690,2608,0.0,51966,0
2020-05-03,1322,0.0,74180,424,275,0.0,74879,0
2020-05-13,263,0.0,5975,161,287,0.0,6423,0
2020-07-04,38,0.0,2733,0.0,0.0,0.0,2733,0
2020-08-12,99,0.0,3764,98,195,0.0,4057,0
2020-11-01,20,0.0,241,2,0.0,0.0,243,0
2020-11-11,2312,0.0,139998,4964,3678,0.0,148640,0
