date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2022-04-30,5827,0.0,345061,7947,4859,0.0,357867,0
2022-05-09,1612,0.0,65311,48,0.0,0.0,65359,0
2022-07-30,3614,0.0,85843,5544,5627,0.0,97014,0
2022-09-30,272,0.0,12998,61,32,0.0,13091,0
2022-10-29,5595,0.0,625763,25661,27074,0.0,678498,0
