date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2023-01-27,2955,183167,1274365,236868,45534,0.0
2023-02-06,3017,193203,893680,208797,41184,0.0
2023-04-28,1820,80514,614299,19215,2957,0.0
2023-05-08,2741,60925,398677,106749,26542,1152
2023-07-28,2186,4582,96652,26888,3903,43
2023-08-07,2036,14851,235115,29449,5177,640
2023-10-27,3018,195770,1200389,215087,53822,1
