date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-04-30,3018,141354,846046,117808,20763,0.0
2022-05-09,1041,10919,151130,2951,541,1256
2022-07-30,2993,16200,209229,68712,22674,12
2022-09-30,949,2047,38583,4657,891,3949
2022-10-29,3018,273968,1344591,367813,119139,0.0
