date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2022-04-30,1592,0.0,98506,1341,1435,0.0,101282,0
2022-05-09,275,0.0,12839,0.0,0.0,0.0,12839,0
2022-07-30,1345,0.0,29005,3294,3561,0.0,35860,0
2022-09-30,20,0.0,156,13,18,0.0,187,0
2022-10-29,804,0.0,94033,6519,3119,0.0,103671,0
