date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2021-01-02,5356,0.0,275535,9170,5005,0.0,289710,0
2021-02-09,5379,0.0,596324,44479,16896,0.0,657699,0
2021-05-02,4764,0.0,266523,2557,1001,0.0,270081,0
2021-05-11,8,0.0,547,0.0,0.0,0.0,547,0
2021-08-01,3043,0.0,84513,458,368,0.0,85339,0
