date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2020-01-05,3018,182402,1149060,217717,54167,0.0
2020-05-03,2378,46747,450718,17262,3904,0.0
2020-05-13,300,1017,23614,2990,1109,3155
2020-07-04,999,9766,192397,6990,1330,1029
2020-08-02,534,6008,49404,6244,1300,168
2020-08-12,693,2812,48805,12599,3728,3714
2020-11-01,1572,31961,170848,58267,14388,4608
2020-11-11,3003,102437,841093,112362,28464,5
