date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2019-06-07,261,0.0,8663,513,220,0.0,9396,0
2019-09-11,1418,1041,30724,11684,2314,0.0,45763,1041
2019-12-05,1093,39,111356,20224,2691,0.0,134310,39
