date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2023-06-04,2031,69195,174436,200025,36330,55
2023-08-28,1330,9744,72027,61960,8864,13
2023-11-27,1886,58025,220743,150508,25261,85
