date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2021-03-09,44,0.0,1375,20,11,0.0,1406,0
2021-09-01,1086,675,22892,8504,979,0.0,33050,675
2021-09-06,443,0.0,11997,437,113,0.0,12547,0
2021-12-01,698,1084,13401,6630,409,0.0,21524,1084
