date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2020-09-08,5,0.0,108,1,0.0,0.0,109,0
2020-12-02,437,0.0,24519,968,280,0.0,25767,0
2020-12-08,753,902,23404,7228,479,0.0,32013,902
