date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-03-02,215,1372,39639,8583,3602,22
2022-03-07,1206,150686,262706,299030,58174,0.0
2022-09-05,773,7508,22481,40104,4894,1613
2022-11-29,1206,104912,221242,199030,39987,125
2022-12-04,17,8,379,441,140,0.0
