date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2020-09-08,191,527,7017,6116,1656,8
2020-12-02,769,18945,86621,54891,11140,128
2020-12-08,1205,31150,85874,105258,14474,287
