date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-03-21,2671,256193,893823,333776,40605,0.0
2022-06-06,3018,32769,155456,141316,54871,13
2022-08-07,262,1219,5707,4718,1601,2374
2022-09-05,994,5771,35199,23803,8433,2339
2022-09-18,1399,5290,75078,50491,6290,536
2022-10-17,1281,9995,47674,24331,3641,3712
2022-11-06,3018,360097,955276,567067,108325,0.0
2022-12-18,3018,450397,985889,607770,161135,0.0
