date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2020-02-19,275,2248.0,6990.0,11232.0,2023.0,90930
2020-02-25,324,4254.0,10957.0,30010.0,4833.0,1797
2020-05-19,23,0.0,0.0,0.0,0.0,191401
2020-05-26,28,9.0,0.0,0.0,0.0,1272
2020-08-18,324,3655.0,9915.0,16400.0,2760.0,142693
2020-08-25,323,2206.0,7738.0,23061.0,4537.0,1403
2020-11-17,1,0.0,0.0,0.0,0.0,15
2020-11-23,252,1920.0,4140.0,10364.0,2213.0,94121
