date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2021-03-03,37,0.0,0.0,0.0,0.0,264704
2021-03-09,27,101.0,1309.0,166.0,58.0,582
2021-09-01,250,4087.0,15028.0,17023.0,2057.0,896
2021-09-06,322,11046.0,13483.0,26524.0,5571.0,314827
2021-12-01,162,3095.0,9030.0,12122.0,1163.0,433
