date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-03-02,215,2500,8256,6942,2659,213273
2022-03-07,323,34709,69358,71946,11943,1059
2022-09-05,31,305,1611,1682,152,152
2022-11-29,486,39053,100881,72767,11239,2007
2022-12-04,192,475,4,109,2,502708
