date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-02-24,147,0.0,0.0,0.0,0.0,187217
2022-05-25,321,70117.0,64868.0,37721.0,10914.0,1836783
2022-06-25,160,3208.0,5625.0,12510.0,3277.0,450
2022-08-24,320,5211.0,4947.0,24044.0,5306.0,196707
2022-11-23,320,20548.0,36523.0,56418.0,13420.0,1017
2022-11-24,162,17923.0,17645.0,40525.0,15803.0,54626
