date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2021-02-25,739,0.0,74321,7826,549,0.0,82696,0
2021-05-27,844,0.0,32248,5700,780,0.0,38728,0
2021-08-26,1355,0.0,29489,8085,4013,0.0,41587,0
2021-11-25,1511,0.0,57268,17507,8533,0.0,83308,0
2021-12-25,215,0.0,9743,2396,1426,0.0,13565,0
