date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count,total_photon_count,other_photons
2019-05-31,222,0.0,11156,430,108,0.0,11694,0
2019-08-30,180,0.0,4833,97,0.0,0.0,4930,0
2019-09-30,1968,0.0,39850,14608,7068,0.0,61526,0
2019-11-29,939,0.0,48370,8358,2797,0.0,59525,0
