date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2021-02-25,1233,99141,355225,181535,11822,0.0
2021-05-27,1989,62645,203293,197615,34864,87
2021-08-26,3011,56040,157357,184743,54497,37
2021-11-25,2947,113444,264976,277306,76547,37200
2021-12-25,222,9122,18418,26333,9484,2287
