date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2023-03-24,239,17316,48684,21877,2379,3
2023-08-22,354,1887,16759,9199,2062,9
2023-11-21,779,38315,85778,133609,25215,93
