date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-05-25,394,14036,70512,18220,1061,27
2022-06-25,1136,20406,48598,76831,21371,0.0
2022-08-24,619,3988,26476,23583,3697,0.0
2022-11-23,1200,91400,196942,212307,53056,6
2022-11-24,1042,81778,144669,209063,66546,232
