date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2022-05-25,781,29202,131890,34583,1866,33
2022-06-25,3009,52789,138412,199193,54962,1
2022-08-24,1549,12176,72538,62885,12630,0.0
2022-11-23,2998,233285,463634,544788,148130,43
2022-11-24,2756,232428,391822,581502,186023,855
