date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2020-02-28,1206,114253,299807,201725,55834,2
2020-05-29,466,8576,11027,19868,8834,24647
2020-08-28,1204,17027,65114,66093,20421,63
2020-11-26,201,2512,17325,10954,2369,8
