date,segment_count,unclassified_photon_count,ground_photon_count,canopy_photon_count,top_of_canopy_photon_count,noise_photon_count
2021-02-25,616,47083,177960,89398,7977,0.0
2021-05-27,837,21518,77893,79069,13917,4
2021-08-26,1206,21233,69187,71405,21537,0.0
2021-11-25,1203,43837,108402,112207,32371,5711
2021-12-25,176,8599,17323,23175,8406,2221
